code,exchange,id,name,type
au1301,shfe,future_shfe_au1301,黄金au,future
au1302,shfe,future_shfe_au1302,黄金au,future
au1303,shfe,future_shfe_au1303,黄金au,future
au1304,shfe,future_shfe_au1304,黄金au,future
au1305,shfe,future_shfe_au1305,黄金au,future
au1306,shfe,future_shfe_au1306,黄金au,future
au1307,shfe,future_shfe_au1307,黄金au,future
au1308,shfe,future_shfe_au1308,黄金au,future
au1309,shfe,future_shfe_au1309,黄金au,future
au1310,shfe,future_shfe_au1310,黄金au,future
au1311,shfe,future_shfe_au1311,黄金au,future
au1312,shfe,future_shfe_au1312,黄金au,future
au1401,shfe,future_shfe_au1401,黄金au,future
au1402,shfe,future_shfe_au1402,黄金au,future
au1403,shfe,future_shfe_au1403,黄金au,future
au1404,shfe,future_shfe_au1404,黄金au,future
au1405,shfe,future_shfe_au1405,黄金au,future
au1406,shfe,future_shfe_au1406,黄金au,future
au1407,shfe,future_shfe_au1407,黄金au,future
au1408,shfe,future_shfe_au1408,黄金au,future
au1410,shfe,future_shfe_au1410,黄金au,future
au1412,shfe,future_shfe_au1412,黄金au,future
bu1402,shfe,future_shfe_bu1402,石油沥青bu,future
bu1403,shfe,future_shfe_bu1403,石油沥青bu,future
bu1404,shfe,future_shfe_bu1404,石油沥青bu,future
bu1405,shfe,future_shfe_bu1405,石油沥青bu,future
bu1406,shfe,future_shfe_bu1406,石油沥青bu,future
bu1409,shfe,future_shfe_bu1409,石油沥青bu,future
bu1412,shfe,future_shfe_bu1412,石油沥青bu,future
bu1503,shfe,future_shfe_bu1503,石油沥青bu,future
bu1506,shfe,future_shfe_bu1506,石油沥青bu,future
bu1509,shfe,future_shfe_bu1509,石油沥青bu,future
bu1512,shfe,future_shfe_bu1512,石油沥青bu,future
cu1301,shfe,future_shfe_cu1301,铜cu,future
cu1302,shfe,future_shfe_cu1302,铜cu,future
cu1303,shfe,future_shfe_cu1303,铜cu,future
cu1304,shfe,future_shfe_cu1304,铜cu,future
cu1305,shfe,future_shfe_cu1305,铜cu,future
cu1306,shfe,future_shfe_cu1306,铜cu,future
cu1307,shfe,future_shfe_cu1307,铜cu,future
cu1308,shfe,future_shfe_cu1308,铜cu,future
cu1309,shfe,future_shfe_cu1309,铜cu,future
cu1310,shfe,future_shfe_cu1310,铜cu,future
cu1311,shfe,future_shfe_cu1311,铜cu,future
cu1312,shfe,future_shfe_cu1312,铜cu,future
cu1401,shfe,future_shfe_cu1401,铜cu,future
cu1402,shfe,future_shfe_cu1402,铜cu,future
cu1403,shfe,future_shfe_cu1403,铜cu,future
cu1404,shfe,future_shfe_cu1404,铜cu,future
cu1405,shfe,future_shfe_cu1405,铜cu,future
cu1406,shfe,future_shfe_cu1406,铜cu,future
cu1407,shfe,future_shfe_cu1407,铜cu,future
cu1408,shfe,future_shfe_cu1408,铜cu,future
cu1409,shfe,future_shfe_cu1409,铜cu,future
cu1410,shfe,future_shfe_cu1410,铜cu,future
cu1411,shfe,future_shfe_cu1411,铜cu,future
cu1412,shfe,future_shfe_cu1412,铜cu,future
fu1303,shfe,future_shfe_fu1303,燃料油fu,future
fu1304,shfe,future_shfe_fu1304,燃料油fu,future
fu1305,shfe,future_shfe_fu1305,燃料油fu,future
fu1306,shfe,future_shfe_fu1306,燃料油fu,future
fu1307,shfe,future_shfe_fu1307,燃料油fu,future
fu1308,shfe,future_shfe_fu1308,燃料油fu,future
fu1309,shfe,future_shfe_fu1309,燃料油fu,future
fu1310,shfe,future_shfe_fu1310,燃料油fu,future
fu1311,shfe,future_shfe_fu1311,燃料油fu,future
fu1312,shfe,future_shfe_fu1312,燃料油fu,future
fu1402,shfe,future_shfe_fu1402,燃料油fu,future
fu1403,shfe,future_shfe_fu1403,燃料油fu,future
fu1404,shfe,future_shfe_fu1404,燃料油fu,future
fu1405,shfe,future_shfe_fu1405,燃料油fu,future
fu1406,shfe,future_shfe_fu1406,燃料油fu,future
fu1407,shfe,future_shfe_fu1407,燃料油fu,future
fu1408,shfe,future_shfe_fu1408,燃料油fu,future
fu1409,shfe,future_shfe_fu1409,燃料油fu,future
fu1410,shfe,future_shfe_fu1410,燃料油fu,future
fu1411,shfe,future_shfe_fu1411,燃料油fu,future
fu1412,shfe,future_shfe_fu1412,燃料油fu,future
pb1301,shfe,future_shfe_pb1301,铅pb,future
pb1302,shfe,future_shfe_pb1302,铅pb,future
pb1303,shfe,future_shfe_pb1303,铅pb,future
pb1304,shfe,future_shfe_pb1304,铅pb,future
pb1305,shfe,future_shfe_pb1305,铅pb,future
pb1306,shfe,future_shfe_pb1306,铅pb,future
pb1307,shfe,future_shfe_pb1307,铅pb,future
pb1308,shfe,future_shfe_pb1308,铅pb,future
pb1309,shfe,future_shfe_pb1309,铅pb,future
pb1310,shfe,future_shfe_pb1310,铅pb,future
pb1311,shfe,future_shfe_pb1311,铅pb,future
pb1312,shfe,future_shfe_pb1312,铅pb,future
pb1401,shfe,future_shfe_pb1401,铅pb,future
pb1402,shfe,future_shfe_pb1402,铅pb,future
pb1403,shfe,future_shfe_pb1403,铅pb,future
pb1404,shfe,future_shfe_pb1404,铅pb,future
pb1405,shfe,future_shfe_pb1405,铅pb,future
pb1406,shfe,future_shfe_pb1406,铅pb,future
pb1407,shfe,future_shfe_pb1407,铅pb,future
pb1408,shfe,future_shfe_pb1408,铅pb,future
pb1409,shfe,future_shfe_pb1409,铅pb,future
pb1410,shfe,future_shfe_pb1410,铅pb,future
pb1411,shfe,future_shfe_pb1411,铅pb,future
pb1412,shfe,future_shfe_pb1412,铅pb,future
rb1301,shfe,future_shfe_rb1301,螺纹钢rb,future
rb1302,shfe,future_shfe_rb1302,螺纹钢rb,future
rb1303,shfe,future_shfe_rb1303,螺纹钢rb,future
rb1304,shfe,future_shfe_rb1304,螺纹钢rb,future
rb1305,shfe,future_shfe_rb1305,螺纹钢rb,future
rb1306,shfe,future_shfe_rb1306,螺纹钢rb,future
rb1307,shfe,future_shfe_rb1307,螺纹钢rb,future
rb1308,shfe,future_shfe_rb1308,螺纹钢rb,future
rb1309,shfe,future_shfe_rb1309,螺纹钢rb,future
rb1310,shfe,future_shfe_rb1310,螺纹钢rb,future
rb1311,shfe,future_shfe_rb1311,螺纹钢rb,future
rb1312,shfe,future_shfe_rb1312,螺纹钢rb,future
rb1401,shfe,future_shfe_rb1401,螺纹钢rb,future
rb1402,shfe,future_shfe_rb1402,螺纹钢rb,future
rb1403,shfe,future_shfe_rb1403,螺纹钢rb,future
rb1404,shfe,future_shfe_rb1404,螺纹钢rb,future
rb1405,shfe,future_shfe_rb1405,螺纹钢rb,future
rb1406,shfe,future_shfe_rb1406,螺纹钢rb,future
rb1407,shfe,future_shfe_rb1407,螺纹钢rb,future
rb1408,shfe,future_shfe_rb1408,螺纹钢rb,future
rb1409,shfe,future_shfe_rb1409,螺纹钢rb,future
rb1410,shfe,future_shfe_rb1410,螺纹钢rb,future
rb1411,shfe,future_shfe_rb1411,螺纹钢rb,future
rb1412,shfe,future_shfe_rb1412,螺纹钢rb,future
ru1301,shfe,future_shfe_ru1301,天然橡胶ru,future
ru1303,shfe,future_shfe_ru1303,天然橡胶ru,future
ru1304,shfe,future_shfe_ru1304,天然橡胶ru,future
ru1305,shfe,future_shfe_ru1305,天然橡胶ru,future
ru1306,shfe,future_shfe_ru1306,天然橡胶ru,future
ru1307,shfe,future_shfe_ru1307,天然橡胶ru,future
ru1308,shfe,future_shfe_ru1308,天然橡胶ru,future
ru1309,shfe,future_shfe_ru1309,天然橡胶ru,future
ru1310,shfe,future_shfe_ru1310,天然橡胶ru,future
ru1311,shfe,future_shfe_ru1311,天然橡胶ru,future
ru1401,shfe,future_shfe_ru1401,天然橡胶ru,future
ru1403,shfe,future_shfe_ru1403,天然橡胶ru,future
ru1404,shfe,future_shfe_ru1404,天然橡胶ru,future
ru1405,shfe,future_shfe_ru1405,天然橡胶ru,future
ru1406,shfe,future_shfe_ru1406,天然橡胶ru,future
ru1407,shfe,future_shfe_ru1407,天然橡胶ru,future
ru1408,shfe,future_shfe_ru1408,天然橡胶ru,future
ru1409,shfe,future_shfe_ru1409,天然橡胶ru,future
ru1410,shfe,future_shfe_ru1410,天然橡胶ru,future
ru1411,shfe,future_shfe_ru1411,天然橡胶ru,future
wr1301,shfe,future_shfe_wr1301,线材wr,future
wr1302,shfe,future_shfe_wr1302,线材wr,future
wr1303,shfe,future_shfe_wr1303,线材wr,future
wr1304,shfe,future_shfe_wr1304,线材wr,future
wr1305,shfe,future_shfe_wr1305,线材wr,future
wr1306,shfe,future_shfe_wr1306,线材wr,future
wr1307,shfe,future_shfe_wr1307,线材wr,future
wr1308,shfe,future_shfe_wr1308,线材wr,future
wr1309,shfe,future_shfe_wr1309,线材wr,future
wr1310,shfe,future_shfe_wr1310,线材wr,future
wr1311,shfe,future_shfe_wr1311,线材wr,future
wr1312,shfe,future_shfe_wr1312,线材wr,future
wr1401,shfe,future_shfe_wr1401,线材wr,future
wr1402,shfe,future_shfe_wr1402,线材wr,future
wr1403,shfe,future_shfe_wr1403,线材wr,future
wr1404,shfe,future_shfe_wr1404,线材wr,future
wr1405,shfe,future_shfe_wr1405,线材wr,future
wr1406,shfe,future_shfe_wr1406,线材wr,future
wr1407,shfe,future_shfe_wr1407,线材wr,future
wr1408,shfe,future_shfe_wr1408,线材wr,future
wr1409,shfe,future_shfe_wr1409,线材wr,future
wr1410,shfe,future_shfe_wr1410,线材wr,future
wr1411,shfe,future_shfe_wr1411,线材wr,future
wr1412,shfe,future_shfe_wr1412,线材wr,future
zn1301,shfe,future_shfe_zn1301,锌zn,future
zn1302,shfe,future_shfe_zn1302,锌zn,future
zn1303,shfe,future_shfe_zn1303,锌zn,future
zn1304,shfe,future_shfe_zn1304,锌zn,future
zn1305,shfe,future_shfe_zn1305,锌zn,future
zn1306,shfe,future_shfe_zn1306,锌zn,future
zn1307,shfe,future_shfe_zn1307,锌zn,future
zn1308,shfe,future_shfe_zn1308,锌zn,future
zn1309,shfe,future_shfe_zn1309,锌zn,future
zn1310,shfe,future_shfe_zn1310,锌zn,future
zn1311,shfe,future_shfe_zn1311,锌zn,future
zn1312,shfe,future_shfe_zn1312,锌zn,future
zn1401,shfe,future_shfe_zn1401,锌zn,future
zn1402,shfe,future_shfe_zn1402,锌zn,future
zn1403,shfe,future_shfe_zn1403,锌zn,future
zn1404,shfe,future_shfe_zn1404,锌zn,future
zn1405,shfe,future_shfe_zn1405,锌zn,future
zn1406,shfe,future_shfe_zn1406,锌zn,future
zn1407,shfe,future_shfe_zn1407,锌zn,future
zn1408,shfe,future_shfe_zn1408,锌zn,future
zn1409,shfe,future_shfe_zn1409,锌zn,future
zn1410,shfe,future_shfe_zn1410,锌zn,future
zn1411,shfe,future_shfe_zn1411,锌zn,future
zn1412,shfe,future_shfe_zn1412,锌zn,future
ag1601,shfe,future_shfe_ag1601,白银ag,future
ag1602,shfe,future_shfe_ag1602,白银ag,future
ag1603,shfe,future_shfe_ag1603,白银ag,future
ag1604,shfe,future_shfe_ag1604,白银ag,future
ag1605,shfe,future_shfe_ag1605,白银ag,future
ag1606,shfe,future_shfe_ag1606,白银ag,future
ag1607,shfe,future_shfe_ag1607,白银ag,future
ag1608,shfe,future_shfe_ag1608,白银ag,future
ag1609,shfe,future_shfe_ag1609,白银ag,future
ag1610,shfe,future_shfe_ag1610,白银ag,future
ag1611,shfe,future_shfe_ag1611,白银ag,future
ag1612,shfe,future_shfe_ag1612,白银ag,future
ag1701,shfe,future_shfe_ag1701,白银ag,future
ag1702,shfe,future_shfe_ag1702,白银ag,future
ag1703,shfe,future_shfe_ag1703,白银ag,future
ag1704,shfe,future_shfe_ag1704,白银ag,future
ag1705,shfe,future_shfe_ag1705,白银ag,future
ag1706,shfe,future_shfe_ag1706,白银ag,future
ag1707,shfe,future_shfe_ag1707,白银ag,future
ag1708,shfe,future_shfe_ag1708,白银ag,future
ag1709,shfe,future_shfe_ag1709,白银ag,future
ag1710,shfe,future_shfe_ag1710,白银ag,future
ag1711,shfe,future_shfe_ag1711,白银ag,future
ag1712,shfe,future_shfe_ag1712,白银ag,future
al1601,shfe,future_shfe_al1601,铝al,future
al1602,shfe,future_shfe_al1602,铝al,future
al1603,shfe,future_shfe_al1603,铝al,future
al1604,shfe,future_shfe_al1604,铝al,future
al1605,shfe,future_shfe_al1605,铝al,future
al1606,shfe,future_shfe_al1606,铝al,future
al1607,shfe,future_shfe_al1607,铝al,future
al1608,shfe,future_shfe_al1608,铝al,future
al1609,shfe,future_shfe_al1609,铝al,future
al1610,shfe,future_shfe_al1610,铝al,future
al1611,shfe,future_shfe_al1611,铝al,future
al1612,shfe,future_shfe_al1612,铝al,future
al1701,shfe,future_shfe_al1701,铝al,future
al1702,shfe,future_shfe_al1702,铝al,future
al1703,shfe,future_shfe_al1703,铝al,future
al1704,shfe,future_shfe_al1704,铝al,future
al1705,shfe,future_shfe_al1705,铝al,future
al1706,shfe,future_shfe_al1706,铝al,future
al1707,shfe,future_shfe_al1707,铝al,future
al1708,shfe,future_shfe_al1708,铝al,future
al1709,shfe,future_shfe_al1709,铝al,future
al1710,shfe,future_shfe_al1710,铝al,future
al1711,shfe,future_shfe_al1711,铝al,future
al1712,shfe,future_shfe_al1712,铝al,future
au1601,shfe,future_shfe_au1601,黄金au,future
au1602,shfe,future_shfe_au1602,黄金au,future
au1603,shfe,future_shfe_au1603,黄金au,future
au1604,shfe,future_shfe_au1604,黄金au,future
au1605,shfe,future_shfe_au1605,黄金au,future
au1606,shfe,future_shfe_au1606,黄金au,future
au1607,shfe,future_shfe_au1607,黄金au,future
au1608,shfe,future_shfe_au1608,黄金au,future
au1609,shfe,future_shfe_au1609,黄金au,future
au1610,shfe,future_shfe_au1610,黄金au,future
au1611,shfe,future_shfe_au1611,黄金au,future
au1612,shfe,future_shfe_au1612,黄金au,future
au1701,shfe,future_shfe_au1701,黄金au,future
au1702,shfe,future_shfe_au1702,黄金au,future
au1703,shfe,future_shfe_au1703,黄金au,future
au1704,shfe,future_shfe_au1704,黄金au,future
au1706,shfe,future_shfe_au1706,黄金au,future
au1708,shfe,future_shfe_au1708,黄金au,future
au1710,shfe,future_shfe_au1710,黄金au,future
au1712,shfe,future_shfe_au1712,黄金au,future
bu1601,shfe,future_shfe_bu1601,石油沥青bu,future
bu1602,shfe,future_shfe_bu1602,石油沥青bu,future
bu1603,shfe,future_shfe_bu1603,石油沥青bu,future
bu1604,shfe,future_shfe_bu1604,石油沥青bu,future
bu1605,shfe,future_shfe_bu1605,石油沥青bu,future
bu1606,shfe,future_shfe_bu1606,石油沥青bu,future
bu1607,shfe,future_shfe_bu1607,石油沥青bu,future
bu1608,shfe,future_shfe_bu1608,石油沥青bu,future
bu1609,shfe,future_shfe_bu1609,石油沥青bu,future
bu1610,shfe,future_shfe_bu1610,石油沥青bu,future
bu1611,shfe,future_shfe_bu1611,石油沥青bu,future
bu1612,shfe,future_shfe_bu1612,石油沥青bu,future
bu1701,shfe,future_shfe_bu1701,石油沥青bu,future
bu1702,shfe,future_shfe_bu1702,石油沥青bu,future
bu1703,shfe,future_shfe_bu1703,石油沥青bu,future
bu1704,shfe,future_shfe_bu1704,石油沥青bu,future
bu1705,shfe,future_shfe_bu1705,石油沥青bu,future
bu1706,shfe,future_shfe_bu1706,石油沥青bu,future
bu1709,shfe,future_shfe_bu1709,石油沥青bu,future
bu1712,shfe,future_shfe_bu1712,石油沥青bu,future
bu1803,shfe,future_shfe_bu1803,石油沥青bu,future
bu1806,shfe,future_shfe_bu1806,石油沥青bu,future
bu1809,shfe,future_shfe_bu1809,石油沥青bu,future
bu1812,shfe,future_shfe_bu1812,石油沥青bu,future
cu1601,shfe,future_shfe_cu1601,铜cu,future
cu1602,shfe,future_shfe_cu1602,铜cu,future
cu1603,shfe,future_shfe_cu1603,铜cu,future
cu1604,shfe,future_shfe_cu1604,铜cu,future
cu1605,shfe,future_shfe_cu1605,铜cu,future
cu1606,shfe,future_shfe_cu1606,铜cu,future
cu1607,shfe,future_shfe_cu1607,铜cu,future
cu1608,shfe,future_shfe_cu1608,铜cu,future
cu1609,shfe,future_shfe_cu1609,铜cu,future
cu1610,shfe,future_shfe_cu1610,铜cu,future
cu1611,shfe,future_shfe_cu1611,铜cu,future
cu1612,shfe,future_shfe_cu1612,铜cu,future
cu1701,shfe,future_shfe_cu1701,铜cu,future
cu1702,shfe,future_shfe_cu1702,铜cu,future
cu1703,shfe,future_shfe_cu1703,铜cu,future
cu1704,shfe,future_shfe_cu1704,铜cu,future
cu1705,shfe,future_shfe_cu1705,铜cu,future
cu1706,shfe,future_shfe_cu1706,铜cu,future
cu1707,shfe,future_shfe_cu1707,铜cu,future
cu1708,shfe,future_shfe_cu1708,铜cu,future
cu1709,shfe,future_shfe_cu1709,铜cu,future
cu1710,shfe,future_shfe_cu1710,铜cu,future
cu1711,shfe,future_shfe_cu1711,铜cu,future
cu1712,shfe,future_shfe_cu1712,铜cu,future
fu1603,shfe,future_shfe_fu1603,燃料油fu,future
fu1604,shfe,future_shfe_fu1604,燃料油fu,future
fu1605,shfe,future_shfe_fu1605,燃料油fu,future
fu1606,shfe,future_shfe_fu1606,燃料油fu,future
fu1607,shfe,future_shfe_fu1607,燃料油fu,future
fu1608,shfe,future_shfe_fu1608,燃料油fu,future
fu1609,shfe,future_shfe_fu1609,燃料油fu,future
fu1610,shfe,future_shfe_fu1610,燃料油fu,future
fu1611,shfe,future_shfe_fu1611,燃料油fu,future
fu1612,shfe,future_shfe_fu1612,燃料油fu,future
fu1702,shfe,future_shfe_fu1702,燃料油fu,future
fu1703,shfe,future_shfe_fu1703,燃料油fu,future
fu1704,shfe,future_shfe_fu1704,燃料油fu,future
fu1705,shfe,future_shfe_fu1705,燃料油fu,future
fu1706,shfe,future_shfe_fu1706,燃料油fu,future
fu1707,shfe,future_shfe_fu1707,燃料油fu,future
fu1708,shfe,future_shfe_fu1708,燃料油fu,future
fu1709,shfe,future_shfe_fu1709,燃料油fu,future
fu1710,shfe,future_shfe_fu1710,燃料油fu,future
fu1711,shfe,future_shfe_fu1711,燃料油fu,future
fu1712,shfe,future_shfe_fu1712,燃料油fu,future
hc1601,shfe,future_shfe_hc1601,热轧卷板hc,future
hc1602,shfe,future_shfe_hc1602,热轧卷板hc,future
hc1603,shfe,future_shfe_hc1603,热轧卷板hc,future
hc1604,shfe,future_shfe_hc1604,热轧卷板hc,future
hc1605,shfe,future_shfe_hc1605,热轧卷板hc,future
hc1606,shfe,future_shfe_hc1606,热轧卷板hc,future
hc1607,shfe,future_shfe_hc1607,热轧卷板hc,future
hc1608,shfe,future_shfe_hc1608,热轧卷板hc,future
hc1609,shfe,future_shfe_hc1609,热轧卷板hc,future
hc1610,shfe,future_shfe_hc1610,热轧卷板hc,future
hc1611,shfe,future_shfe_hc1611,热轧卷板hc,future
hc1612,shfe,future_shfe_hc1612,热轧卷板hc,future
hc1701,shfe,future_shfe_hc1701,热轧卷板hc,future
hc1702,shfe,future_shfe_hc1702,热轧卷板hc,future
hc1703,shfe,future_shfe_hc1703,热轧卷板hc,future
hc1704,shfe,future_shfe_hc1704,热轧卷板hc,future
hc1705,shfe,future_shfe_hc1705,热轧卷板hc,future
hc1706,shfe,future_shfe_hc1706,热轧卷板hc,future
hc1707,shfe,future_shfe_hc1707,热轧卷板hc,future
hc1708,shfe,future_shfe_hc1708,热轧卷板hc,future
hc1709,shfe,future_shfe_hc1709,热轧卷板hc,future
hc1710,shfe,future_shfe_hc1710,热轧卷板hc,future
hc1711,shfe,future_shfe_hc1711,热轧卷板hc,future
hc1712,shfe,future_shfe_hc1712,热轧卷板hc,future
ni1601,shfe,future_shfe_ni1601,镍ni,future
ni1602,shfe,future_shfe_ni1602,镍ni,future
ni1603,shfe,future_shfe_ni1603,镍ni,future
ni1604,shfe,future_shfe_ni1604,镍ni,future
ni1605,shfe,future_shfe_ni1605,镍ni,future
ni1606,shfe,future_shfe_ni1606,镍ni,future
ni1607,shfe,future_shfe_ni1607,镍ni,future
ni1608,shfe,future_shfe_ni1608,镍ni,future
ni1609,shfe,future_shfe_ni1609,镍ni,future
ni1610,shfe,future_shfe_ni1610,镍ni,future
ni1611,shfe,future_shfe_ni1611,镍ni,future
ni1612,shfe,future_shfe_ni1612,镍ni,future
ni1701,shfe,future_shfe_ni1701,镍ni,future
ni1702,shfe,future_shfe_ni1702,镍ni,future
ni1703,shfe,future_shfe_ni1703,镍ni,future
ni1704,shfe,future_shfe_ni1704,镍ni,future
ni1705,shfe,future_shfe_ni1705,镍ni,future
ni1706,shfe,future_shfe_ni1706,镍ni,future
ni1707,shfe,future_shfe_ni1707,镍ni,future
ni1708,shfe,future_shfe_ni1708,镍ni,future
ni1709,shfe,future_shfe_ni1709,镍ni,future
ni1710,shfe,future_shfe_ni1710,镍ni,future
ni1711,shfe,future_shfe_ni1711,镍ni,future
ni1712,shfe,future_shfe_ni1712,镍ni,future
pb1601,shfe,future_shfe_pb1601,铅pb,future
pb1602,shfe,future_shfe_pb1602,铅pb,future
pb1603,shfe,future_shfe_pb1603,铅pb,future
pb1604,shfe,future_shfe_pb1604,铅pb,future
pb1605,shfe,future_shfe_pb1605,铅pb,future
pb1606,shfe,future_shfe_pb1606,铅pb,future
pb1607,shfe,future_shfe_pb1607,铅pb,future
pb1608,shfe,future_shfe_pb1608,铅pb,future
pb1609,shfe,future_shfe_pb1609,铅pb,future
pb1610,shfe,future_shfe_pb1610,铅pb,future
pb1611,shfe,future_shfe_pb1611,铅pb,future
pb1612,shfe,future_shfe_pb1612,铅pb,future
pb1701,shfe,future_shfe_pb1701,铅pb,future
pb1702,shfe,future_shfe_pb1702,铅pb,future
pb1703,shfe,future_shfe_pb1703,铅pb,future
pb1704,shfe,future_shfe_pb1704,铅pb,future
pb1705,shfe,future_shfe_pb1705,铅pb,future
pb1706,shfe,future_shfe_pb1706,铅pb,future
pb1707,shfe,future_shfe_pb1707,铅pb,future
pb1708,shfe,future_shfe_pb1708,铅pb,future
pb1709,shfe,future_shfe_pb1709,铅pb,future
pb1710,shfe,future_shfe_pb1710,铅pb,future
pb1711,shfe,future_shfe_pb1711,铅pb,future
pb1712,shfe,future_shfe_pb1712,铅pb,future
ru1601,shfe,future_shfe_ru1601,天然橡胶ru,future
ru1603,shfe,future_shfe_ru1603,天然橡胶ru,future
ru1604,shfe,future_shfe_ru1604,天然橡胶ru,future
ru1605,shfe,future_shfe_ru1605,天然橡胶ru,future
ru1606,shfe,future_shfe_ru1606,天然橡胶ru,future
ru1607,shfe,future_shfe_ru1607,天然橡胶ru,future
ru1608,shfe,future_shfe_ru1608,天然橡胶ru,future
ru1609,shfe,future_shfe_ru1609,天然橡胶ru,future
ru1610,shfe,future_shfe_ru1610,天然橡胶ru,future
ru1611,shfe,future_shfe_ru1611,天然橡胶ru,future
ru1701,shfe,future_shfe_ru1701,天然橡胶ru,future
ru1703,shfe,future_shfe_ru1703,天然橡胶ru,future
ru1704,shfe,future_shfe_ru1704,天然橡胶ru,future
ru1705,shfe,future_shfe_ru1705,天然橡胶ru,future
ru1706,shfe,future_shfe_ru1706,天然橡胶ru,future
ru1707,shfe,future_shfe_ru1707,天然橡胶ru,future
ru1708,shfe,future_shfe_ru1708,天然橡胶ru,future
ru1709,shfe,future_shfe_ru1709,天然橡胶ru,future
ru1710,shfe,future_shfe_ru1710,天然橡胶ru,future
ru1711,shfe,future_shfe_ru1711,天然橡胶ru,future
sn1601,shfe,future_shfe_sn1601,锡sn,future
sn1602,shfe,future_shfe_sn1602,锡sn,future
sn1603,shfe,future_shfe_sn1603,锡sn,future
sn1604,shfe,future_shfe_sn1604,锡sn,future
sn1605,shfe,future_shfe_sn1605,锡sn,future
sn1606,shfe,future_shfe_sn1606,锡sn,future
sn1607,shfe,future_shfe_sn1607,锡sn,future
sn1608,shfe,future_shfe_sn1608,锡sn,future
sn1609,shfe,future_shfe_sn1609,锡sn,future
sn1610,shfe,future_shfe_sn1610,锡sn,future
sn1611,shfe,future_shfe_sn1611,锡sn,future
sn1612,shfe,future_shfe_sn1612,锡sn,future
sn1701,shfe,future_shfe_sn1701,锡sn,future
sn1702,shfe,future_shfe_sn1702,锡sn,future
sn1703,shfe,future_shfe_sn1703,锡sn,future
sn1704,shfe,future_shfe_sn1704,锡sn,future
sn1705,shfe,future_shfe_sn1705,锡sn,future
sn1706,shfe,future_shfe_sn1706,锡sn,future
sn1707,shfe,future_shfe_sn1707,锡sn,future
sn1708,shfe,future_shfe_sn1708,锡sn,future
sn1709,shfe,future_shfe_sn1709,锡sn,future
sn1710,shfe,future_shfe_sn1710,锡sn,future
sn1711,shfe,future_shfe_sn1711,锡sn,future
sn1712,shfe,future_shfe_sn1712,锡sn,future
wr1601,shfe,future_shfe_wr1601,线材wr,future
wr1602,shfe,future_shfe_wr1602,线材wr,future
wr1603,shfe,future_shfe_wr1603,线材wr,future
wr1604,shfe,future_shfe_wr1604,线材wr,future
wr1605,shfe,future_shfe_wr1605,线材wr,future
wr1606,shfe,future_shfe_wr1606,线材wr,future
wr1607,shfe,future_shfe_wr1607,线材wr,future
wr1608,shfe,future_shfe_wr1608,线材wr,future
wr1609,shfe,future_shfe_wr1609,线材wr,future
wr1610,shfe,future_shfe_wr1610,线材wr,future
wr1611,shfe,future_shfe_wr1611,线材wr,future
wr1612,shfe,future_shfe_wr1612,线材wr,future
wr1701,shfe,future_shfe_wr1701,线材wr,future
wr1702,shfe,future_shfe_wr1702,线材wr,future
wr1703,shfe,future_shfe_wr1703,线材wr,future
wr1704,shfe,future_shfe_wr1704,线材wr,future
wr1705,shfe,future_shfe_wr1705,线材wr,future
wr1706,shfe,future_shfe_wr1706,线材wr,future
wr1707,shfe,future_shfe_wr1707,线材wr,future
wr1708,shfe,future_shfe_wr1708,线材wr,future
wr1709,shfe,future_shfe_wr1709,线材wr,future
wr1710,shfe,future_shfe_wr1710,线材wr,future
wr1711,shfe,future_shfe_wr1711,线材wr,future
wr1712,shfe,future_shfe_wr1712,线材wr,future
zn1601,shfe,future_shfe_zn1601,锌zn,future
zn1602,shfe,future_shfe_zn1602,锌zn,future
zn1603,shfe,future_shfe_zn1603,锌zn,future
zn1604,shfe,future_shfe_zn1604,锌zn,future
zn1605,shfe,future_shfe_zn1605,锌zn,future
zn1606,shfe,future_shfe_zn1606,锌zn,future
zn1607,shfe,future_shfe_zn1607,锌zn,future
zn1608,shfe,future_shfe_zn1608,锌zn,future
zn1609,shfe,future_shfe_zn1609,锌zn,future
zn1610,shfe,future_shfe_zn1610,锌zn,future
zn1611,shfe,future_shfe_zn1611,锌zn,future
zn1612,shfe,future_shfe_zn1612,锌zn,future
zn1701,shfe,future_shfe_zn1701,锌zn,future
zn1702,shfe,future_shfe_zn1702,锌zn,future
zn1703,shfe,future_shfe_zn1703,锌zn,future
zn1704,shfe,future_shfe_zn1704,锌zn,future
zn1705,shfe,future_shfe_zn1705,锌zn,future
zn1706,shfe,future_shfe_zn1706,锌zn,future
zn1707,shfe,future_shfe_zn1707,锌zn,future
zn1708,shfe,future_shfe_zn1708,锌zn,future
zn1709,shfe,future_shfe_zn1709,锌zn,future
zn1710,shfe,future_shfe_zn1710,锌zn,future
zn1711,shfe,future_shfe_zn1711,锌zn,future
zn1712,shfe,future_shfe_zn1712,锌zn,future
al1101,shfe,future_shfe_al1101,铝al,future
al1102,shfe,future_shfe_al1102,铝al,future
al1103,shfe,future_shfe_al1103,铝al,future
al1104,shfe,future_shfe_al1104,铝al,future
al1105,shfe,future_shfe_al1105,铝al,future
al1106,shfe,future_shfe_al1106,铝al,future
al1107,shfe,future_shfe_al1107,铝al,future
al1108,shfe,future_shfe_al1108,铝al,future
al1109,shfe,future_shfe_al1109,铝al,future
